token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
30448,71PN45-SG,71PN45,,-1.000000,100,,NSE,1.000000
30460,RAPIDFLEET-SM,RAPIDFLEET,,-1.000000,600,,NSE,5.000000
30498,SIL360INAV-EQ,SIL360INAV,,-1.000000,1,,NSE,1.000000
30564,MHLSDG-SF,MHLSDG,,-1.000000,1,,NSE,1.000000
308,BAJAJHIND-EQ,BAJAJHIND,,-1.000000,1,,NSE,1.000000
3064,69GJ30-SG,69GJ30,,-1.000000,100,,NSE,1.000000
3067,68UK31-SG,68UK31,,-1.000000,100,,NSE,1.000000
3070,68KL31-SG,68KL31,,-1.000000,100,,NSE,1.000000
31017,THOMASCOTT-EQ,THOMASCOTT,,-1.000000,1,,NSE,5.000000
31128,810IRFC27-N2,810IRFC27,,-1.000000,1,,NSE,1.000000
31138,COMPUSOFT-EQ,COMPUSOFT,,-1.000000,1,,NSE,1.000000
3129,TRANSWORLD-EQ,TRANSWORLD,,-1.000000,1,,NSE,1.000000
3138,HONDAPOWER-EQ,HONDAPOWER,,-1.000000,1,,NSE,10.000000
3126,SHREYANIND-EQ,SHREYANIND,,-1.000000,1,,NSE,1.000000
31258,NDL-EQ,NDL,,-1.000000,1,,NSE,1.000000
317,BAJFINANCE-EQ,BAJFINANCE,,-1.000000,1,,NSE,5.000000
3162,SIMPLEXINF-EQ,SIMPLEXINF,,-1.000000,1,,NSE,1.000000
319,695PN40-SG,695PN40,,-1.000000,100,,NSE,1.000000
3204,664GS2035-GS,664GS2035,,-1.000000,1,,NSE,1.000000
3244,678JK33-SG,678JK33,,-1.000000,100,,NSE,1.000000
31760,848NTPC28-N2,848NTPC28,,-1.000000,1,,NSE,1.000000
3291,STARPAPER-EQ,STARPAPER,,-1.000000,1,,NSE,1.000000
3389,AGARIND-EQ,AGARIND,,-1.000000,1,,NSE,5.000000
3411,TATAELXSI-EQ,TATAELXSI,,-1.000000,1,,NSE,10.000000
3422,745IGT26-NC,745IGT26,,-1.000000,1,,NSE,1.000000
3425,76IGT26-ND,76IGT26,,-1.000000,1,,NSE,1.000000
3426,TATAPOWER-EQ,TATAPOWER,,-1.000000,1,,NSE,5.000000
3442,749IGT28-NG,749IGT28,,-1.000000,1,,NSE,1.000000
350,BANARISUG-EQ,BANARISUG,,-1.000000,1,,NSE,10.000000
3481,THOMASCOOK-EQ,THOMASCOOK,,-1.000000,1,,NSE,1.000000
3499,TATASTEEL-EQ,TATASTEEL,,-1.000000,1,,NSE,1.000000
3511,677RJ31-SG,677RJ31,,-1.000000,100,,NSE,1.000000
3576,696AP36-SG,696AP36,,-1.000000,100,,NSE,1.000000
3577,698TS41-SG,698TS41,,-1.000000,100,,NSE,1.000000
3641,676RJ31-SG,676RJ31,,-1.000000,100,,NSE,1.000000
3695,645BR27-SG,645BR27,,-1.000000,100,,NSE,1.000000
3693,GAYAHWS-EQ,GAYAHWS,,-1.000000,1,,NSE,1.000000
3703,VIPIND-EQ,VIPIND,,-1.000000,1,,NSE,5.000000
380,BBTC-EQ,BBTC,,-1.000000,1,,NSE,10.000000
3762,701AP39-SG,701AP39,,-1.000000,100,,NSE,1.000000
3736,WALCHANNAG-EQ,WALCHANNAG,,-1.000000,1,,NSE,1.000000
383,BEL-EQ,BEL,,-1.000000,1,,NSE,5.000000
3906,CAPLIPOINT-EQ,CAPLIPOINT,,-1.000000,1,,NSE,10.000000
3950,JAKHARIA-ST,JAKHARIA,,-1.000000,2400,,NSE,5.000000
428,693JH30-SG,693JH30,,-1.000000,100,,NSE,1.000000
4116,HBSL-EQ,HBSL,,-1.000000,1,,NSE,1.000000
4235,WENDT-EQ,WENDT,,-1.000000,1,,NSE,50.000000
4366,GS150326C-GS,GS150326C,,-1.000000,100,,NSE,1.000000
4381,GS100426C-GS,GS100426C,,-1.000000,100,,NSE,1.000000
4409,GS151226C-GS,GS151226C,,-1.000000,100,,NSE,1.000000
4503,MPHASIS-EQ,MPHASIS,,-1.000000,1,,NSE,10.000000
4578,678GA31-SG,678GA31,,-1.000000,100,,NSE,1.000000
466,705MH32-SG,705MH32,,-1.000000,100,,NSE,1.000000
4717,GAIL-EQ,GAIL,,-1.000000,1,,NSE,1.000000
4750,689GA31-SG,689GA31,,-1.000000,100,,NSE,1.000000
477,BIRLACABLE-EQ,BIRLACABLE,,-1.000000,1,,NSE,1.000000
482,AISL-SM,AISL,,-1.000000,600,,NSE,5.000000
4877,679WB28-SG,679WB28,,-1.000000,100,,NSE,1.000000
4881,689MH31-SG,689MH31,,-1.000000,100,,NSE,1.000000
4887,695PN31-SG,695PN31,,-1.000000,100,,NSE,1.000000
4889,694UP31A-SG,694UP31A,,-1.000000,100,,NSE,1.000000
4894,71JK33-SG,71JK33,,-1.000000,100,,NSE,1.000000
4897,713KL46-SG,713KL46,,-1.000000,100,,NSE,1.000000
4911,MADRASFERT-EQ,MADRASFERT,,-1.000000,1,,NSE,1.000000
495,BLUEDART-EQ,BLUEDART,,-1.000000,1,,NSE,50.000000
4981,KESORAMIND-BE,KESORAMIND,,-1.000000,1,,NSE,1.000000
4982,633AS26-SG,633AS26,,-1.000000,100,,NSE,1.000000
4993,694MH31-SG,694MH31,,-1.000000,100,,NSE,1.000000
5013,WALPAR-SM,WALPAR,,-1.000000,2000,,NSE,5.000000
5036,70RJ31-SG,70RJ31,,-1.000000,100,,NSE,1.000000
5039,702WB31-SG,702WB31,,-1.000000,100,,NSE,1.000000
5090,717TS41-SG,717TS41,,-1.000000,100,,NSE,1.000000
5106,ABSLFTTJRG-MF,ABSLFTTJRG,,-1.000000,1,,NSE,1.000000
530,BPL-EQ,BPL,,-1.000000,1,,NSE,1.000000
5217,IIFLZC28C-N6,IIFLZC28C,,-1.000000,1,,NSE,1.000000
5229,698HR31-SG,698HR31,,-1.000000,100,,NSE,1.000000
5239,MAHAPEXLTD-EQ,MAHAPEXLTD,,-1.000000,1,,NSE,1.000000
5330,624MH26-SG,624MH26,,-1.000000,100,,NSE,1.000000
5418,697NL31-SG,697NL31,,-1.000000,100,,NSE,1.000000
5538,698HP32-SG,698HP32,,-1.000000,100,,NSE,1.000000
5569,702AP41-SG,702AP41,,-1.000000,100,,NSE,1.000000
5575,SGBSEP29VI-GB,SGBSEP29VI,,-1.000000,1,,NSE,1.000000
5662,BEWLTD-SM,BEWLTD,,-1.000000,500,,NSE,5.000000
5695,687UP31-SG,687UP31,,-1.000000,100,,NSE,1.000000
5697,698WB36-SG,698WB36,,-1.000000,100,,NSE,1.000000
578,LIKHITHA-EQ,LIKHITHA,,-1.000000,1,,NSE,1.000000
5737,686KL35-SG,686KL35,,-1.000000,100,,NSE,1.000000
5743,677RJ31A-SG,677RJ31A,,-1.000000,100,,NSE,1.000000
5782,MASPTOP50-EQ,MASPTOP50,,-1.000000,1,,NSE,1.000000
592,GRAPHITE-EQ,GRAPHITE,,-1.000000,1,,NSE,5.000000
5863,850SCL25A-NW,850SCL25A,,-1.000000,1,,NSE,1.000000
5877,623RJ27-SG,623RJ27,,-1.000000,100,,NSE,1.000000
5900,AXISBANK-EQ,AXISBANK,,-1.000000,1,,NSE,10.000000
5948,SOUTHBANK-EQ,SOUTHBANK,,-1.000000,1,,NSE,1.000000
5968,709AP39-SG,709AP39,,-1.000000,100,,NSE,1.000000
5972,689GA31A-SG,689GA31A,,-1.000000,100,,NSE,1.000000
6010,COASTCORP-BE,COASTCORP,,-1.000000,1,,NSE,1.000000
603,865IRFC29-NA,865IRFC29,,-1.000000,1,,NSE,1.000000
6045,PASUPTAC-EQ,PASUPTAC,,-1.000000,1,,NSE,1.000000
619,CENTENKA-EQ,CENTENKA,,-1.000000,1,,NSE,5.000000
6197,842IIFL26-NL,842IIFL26,,-1.000000,1,,NSE,1.000000
6218,SIKKO-EQ,SIKKO,,-1.000000,1,,NSE,1.000000
626,691AP39-SG,691AP39,,-1.000000,100,,NSE,1.000000
6350,699UP31B-SG,699UP31B,,-1.000000,100,,NSE,1.000000
6545,NYKAA-EQ,NYKAA,,-1.000000,1,,NSE,5.000000
6563,70AP38A-SG,70AP38A,,-1.000000,100,,NSE,1.000000
6673,FOODSIN-EQ,FOODSIN,,-1.000000,1,,NSE,1.000000
6705,PAYTM-EQ,PAYTM,,-1.000000,1,,NSE,10.000000
6712,DRSDILIP-ST,DRSDILIP,,-1.000000,800,,NSE,5.000000
6835,795GS2032-GS,795GS2032,,-1.000000,1,,NSE,1.000000
6877,687BR30A-SG,687BR30A,,-1.000000,100,,NSE,1.000000
6883,833GS2036-GS,833GS2036,,-1.000000,1,,NSE,1.000000
6893,VARDMNPOLY-BE,VARDMNPOLY,,-1.000000,1,,NSE,1.000000
6973,DMCC-EQ,DMCC,,-1.000000,1,,NSE,1.000000
7038,604AS26-SG,604AS26,,-1.000000,100,,NSE,1.000000
7098,SGBD29VIII-GB,SGBD29VIII,,-1.000000,1,,NSE,1.000000
7124,813GS2045-GS,813GS2045,,-1.000000,1,,NSE,1.000000
7208,717GS2028-GS,717GS2028,,-1.000000,1,,NSE,1.000000
739,COROMANDEL-EQ,COROMANDEL,,-1.000000,1,,NSE,10.000000
740,SBIETFIT-EQ,SBIETFIT,,-1.000000,1,,NSE,1.000000
7406,GLENMARK-EQ,GLENMARK,,-1.000000,1,,NSE,10.000000
7457,HAVISHA-EQ,HAVISHA,,-1.000000,1,,NSE,1.000000
7541,714KL35-SG,714KL35,,-1.000000,100,,NSE,1.000000
7543,714JK36-SG,714JK36,,-1.000000,100,,NSE,1.000000
7548,712WB36-SG,712WB36,,-1.000000,100,,NSE,1.000000
755860,364D100426-TB,364D100426,,-1.000000,100,,NSE,1.000000
755925,684TS56-SG,684TS56,,-1.000000,100,,NSE,1.000000
755955,812ABCL28-NG,812ABCL28,,-1.000000,1,,NSE,1.000000
755958,830ABCL26-NJ,830ABCL26,,-1.000000,1,,NSE,1.000000
755959,831ABCL34-NK,831ABCL34,,-1.000000,1,,NSE,1.000000
755986,852MFL28A-N0,852MFL28A,,-1.000000,1,,NSE,1.000000
755990,762TCL30-N0,762TCL30,,-1.000000,1,,NSE,1.000000
755998,1039UCL26-NE,1039UCL26,,-1.000000,1,,NSE,1.000000
756015,CIFL-EQ,CIFL,,-1.000000,1,,NSE,1.000000
756029,815ANN32-N0,815ANN32,,-1.000000,1,,NSE,1.000000
756065,672MH40-SG,672MH40,,-1.000000,100,,NSE,1.000000
756091,67RJ35-SG,67RJ35,,-1.000000,100,,NSE,1.000000
756139,9IIFL26-NV,9IIFL26,,-1.000000,1,,NSE,1.000000
756145,IIFL21425A-Y1,IIFL21425A,,-1.000000,1,,NSE,1.000000
756709,679TN55-SG,679TN55,,-1.000000,100,,NSE,1.000000
756718,832HHFL27-N0,832HHFL27,,-1.000000,1,,NSE,1.000000
756823,7123TCHF27-N0,7123TCHF27,,-1.000000,1,,NSE,1.000000
756857,683AP34-SG,683AP34,,-1.000000,100,,NSE,1.000000
756862,68TS57-SG,68TS57,,-1.000000,100,,NSE,1.000000
756865,677MP39-SG,677MP39,,-1.000000,100,,NSE,1.000000
756882,803ABCL35-N0,803ABCL35,,-1.000000,1,,NSE,1.000000
756896,ARUNAYA-SM,ARUNAYA,,-1.000000,2000,,NSE,5.000000
756900,MON50EQUAL-EQ,MON50EQUAL,,-1.000000,1,,NSE,1.000000
756911,684AP37-SG,684AP37,,-1.000000,100,,NSE,1.000000
756913,685AP41-SG,685AP41,,-1.000000,100,,NSE,1.000000
756956,91PFL27-N0,91PFL27,,-1.000000,1,,NSE,1.000000
756958,MONOLITH-SM,MONOLITH,,-1.000000,250,,NSE,5.000000
756994,727TCHFL28-N0,727TCHFL28,,-1.000000,1,,NSE,1.000000
757038,689PN46-SG,689PN46,,-1.000000,100,,NSE,1.000000
757096,AONENIFTY-EQ,AONENIFTY,,-1.000000,1,,NSE,1.000000
757115,683MN40-SG,683MN40,,-1.000000,100,,NSE,1.000000
757117,686TS46-SG,686TS46,,-1.000000,100,,NSE,1.000000
757345,708JCL28-N0,708JCL28,,-1.000000,1,,NSE,1.000000
757384,682AP36-SG,682AP36,,-1.000000,100,,NSE,1.000000
757184,930APMD30-N0,930APMD30,,-1.000000,1,,NSE,1.000000
757365,760GFL30-N0,760GFL30,,-1.000000,1,,NSE,1.000000
757391,692TS44-SG,692TS44,,-1.000000,100,,NSE,1.000000
757426,642JK31A-SG,642JK31A,,-1.000000,100,,NSE,1.000000
757449,627PFCL27-N0,627PFCL27,,-1.000000,1,,NSE,1.000000
757453,778ABSL35-N0,778ABSL35,,-1.000000,1,,NSE,1.000000
757483,667NBFID30-N0,667NBFID30,,-1.000000,1,,NSE,1.000000
757487,910HFL35-N0,910HFL35,,-1.000000,1,,NSE,1.000000
757520,BLUSPRING-EQ,BLUSPRING,,-1.000000,1,,NSE,1.000000
20398,771AP37A-SG,771AP37A,,-1.000000,100,,NSE,1.000000
20470,767TN30-SG,767TN30,,-1.000000,100,,NSE,1.000000
20477,772KA35A-SG,772KA35A,,-1.000000,100,,NSE,1.000000
757551,704HR40-SG,704HR40,,-1.000000,100,,NSE,1.000000
20488,ACCENTMIC-SM,ACCENTMIC,,-1.000000,500,,NSE,5.000000
20542,SJLOGISTIC-SM,SJLOGISTIC,,-1.000000,250,,NSE,5.000000
2056,HOMEFIRST-EQ,HOMEFIRST,,-1.000000,1,,NSE,10.000000
20642,JINDWORLD-EQ,JINDWORLD,,-1.000000,1,,NSE,1.000000
2065,689BR28-SG,689BR28,,-1.000000,100,,NSE,1.000000
20654,65AP30-SG,65AP30,,-1.000000,100,,NSE,1.000000
20733,763GA33-SG,763GA33,,-1.000000,100,,NSE,1.000000
20737,706AP30-SG,706AP30,,-1.000000,100,,NSE,1.000000
2080,688UP31-SG,688UP31,,-1.000000,100,,NSE,1.000000
20740,76KA38-SG,76KA38,,-1.000000,100,,NSE,1.000000
20776,BHAGYANGR-EQ,BHAGYANGR,,-1.000000,1,,NSE,1.000000
20779,1003ISFL28-N4,1003ISFL28,,-1.000000,1,,NSE,1.000000
20817,IRBINVIT-IV,IRBINVIT,,-1.000000,1,,NSE,1.000000
20822,SURAJEST-EQ,SURAJEST,,-1.000000,1,,NSE,1.000000
20845,716KA30-SG,716KA30,,-1.000000,100,,NSE,1.000000
2089,688RJ46-SG,688RJ46,,-1.000000,100,,NSE,1.000000
20849,717HR30-SG,717HR30,,-1.000000,100,,NSE,1.000000
20899,EFORCE-SM,EFORCE,,-1.000000,1200,,NSE,5.000000
20918,717KA30-SG,717KA30,,-1.000000,100,,NSE,1.000000
20947,772JK43-SG,772JK43,,-1.000000,100,,NSE,1.000000
20959,719JK29-SG,719JK29,,-1.000000,100,,NSE,1.000000
21046,795JK30-SG,795JK30,,-1.000000,100,,NSE,1.000000
21091,STARCEMENT-EQ,STARCEMENT,,-1.000000,1,,NSE,1.000000
21152,747GJ28-SG,747GJ28,,-1.000000,100,,NSE,1.000000
21167,773BR39-SG,773BR39,,-1.000000,100,,NSE,1.000000
21173,KCEIL-SM,KCEIL,,-1.000000,500,,NSE,5.000000
21186,KLL-SM,KLL,,-1.000000,800,,NSE,5.000000
21275,SUMMITSEC-EQ,SUMMITSEC,,-1.000000,1,,NSE,10.000000
21276,777HR36-SG,777HR36,,-1.000000,100,,NSE,1.000000
21288,768JK44-SG,768JK44,,-1.000000,100,,NSE,1.000000
21314,DYNPRO-EQ,DYNPRO,,-1.000000,1,,NSE,1.000000
21321,SEITINVIT-IV,SEITINVIT,,-1.000000,25000,,NSE,1.000000
21334,JYOTICNC-EQ,JYOTICNC,,-1.000000,1,,NSE,5.000000
21339,STEELXIND-EQ,STEELXIND,,-1.000000,1,,NSE,1.000000
21470,771REC27-NJ,771REC27,,-1.000000,1,,NSE,1.000000
2150,697RJ51-SG,697RJ51,,-1.000000,100,,NSE,1.000000
21540,769KA40-SG,769KA40,,-1.000000,100,,NSE,1.000000
21547,76TS47-SG,76TS47,,-1.000000,100,,NSE,1.000000
2183,TSFINV-EQ,TSFINV,,-1.000000,1,,NSE,5.000000
21710,723KA28-SG,723KA28,,-1.000000,100,,NSE,1.000000
21823,CADSYS-SM,CADSYS,,-1.000000,500,,NSE,5.000000
21841,758TN54-SG,758TN54,,-1.000000,100,,NSE,1.000000
21905,810KL32-SG,810KL32,,-1.000000,100,,NSE,1.000000
21909,65KL27-SG,65KL27,,-1.000000,100,,NSE,1.000000
21919,642MN30-SG,642MN30,,-1.000000,100,,NSE,1.000000
21920,705MN30-SG,705MN30,,-1.000000,100,,NSE,1.000000
21924,68MN30-SG,68MN30,,-1.000000,100,,NSE,1.000000
21927,57KA26-SG,57KA26,,-1.000000,100,,NSE,1.000000
2203,BIRET-RR,BIRET,,-1.000000,1,,NSE,1.000000
21944,70MH28-SG,70MH28,,-1.000000,100,,NSE,1.000000
22010,720ML30-SG,720ML30,,-1.000000,100,,NSE,1.000000
22016,750MZ30-SG,750MZ30,,-1.000000,100,,NSE,1.000000
22031,722AP28-SG,722AP28,,-1.000000,100,,NSE,1.000000
22032,722AP31A-SG,722AP31A,,-1.000000,100,,NSE,1.000000
22057,697RJ30-SG,697RJ30,,-1.000000,100,,NSE,1.000000
22081,65UP30-SG,65UP30,,-1.000000,100,,NSE,1.000000
22083,710UP30-SG,710UP30,,-1.000000,100,,NSE,1.000000
22086,765UP30-SG,765UP30,,-1.000000,100,,NSE,1.000000
22092,719UP29-SG,719UP29,,-1.000000,100,,NSE,1.000000
22125,719TN30-SG,719TN30,,-1.000000,100,,NSE,1.000000
22127,725TN27-SG,725TN27,,-1.000000,100,,NSE,1.000000
22135,633TN30-SG,633TN30,,-1.000000,100,,NSE,1.000000
22136,649TN50-SG,649TN50,,-1.000000,100,,NSE,1.000000
22137,75TR30-SG,75TR30,,-1.000000,100,,NSE,1.000000
22145,695WB35-SG,695WB35,,-1.000000,100,,NSE,1.000000
22164,710UK30-SG,710UK30,,-1.000000,100,,NSE,1.000000
22168,688UK30-SG,688UK30,,-1.000000,100,,NSE,1.000000
22181,815JK30-SG,815JK30,,-1.000000,100,,NSE,1.000000
22222,717GJ30A-SG,717GJ30A,,-1.000000,100,,NSE,1.000000
22234,757BOB24-N0,757BOB24,,-1.000000,1,,NSE,1.000000
22269,646WB30-SG,646WB30,,-1.000000,100,,NSE,1.000000
22294,655AP35-SG,655AP35,,-1.000000,100,,NSE,1.000000
22301,645MN30-SG,645MN30,,-1.000000,100,,NSE,1.000000
22337,644GJ29A-SG,644GJ29A,,-1.000000,100,,NSE,1.000000
22342,644MH28-SG,644MH28,,-1.000000,100,,NSE,1.000000
22370,664KA32-SG,664KA32,,-1.000000,100,,NSE,1.000000
2241,MODTHREAD-EQ,MODTHREAD,,-1.000000,1,,NSE,1.000000
22371,669TS50-SG,669TS50,,-1.000000,100,,NSE,1.000000
22428,MAXIND-EQ,MAXIND,,-1.000000,1,,NSE,1.000000
2245,705RJ31-SG,705RJ31,,-1.000000,100,,NSE,1.000000
22454,661KA35-SG,661KA35,,-1.000000,100,,NSE,1.000000
22472,KONSTELEC-SM,KONSTELEC,,-1.000000,1000,,NSE,5.000000
2248,703RJ36-SG,703RJ36,,-1.000000,100,,NSE,1.000000
22482,813LTF29-NP,813LTF29,,-1.000000,1,,NSE,1.000000
22506,767KL43-SG,767KL43,,-1.000000,100,,NSE,1.000000
22507,767WB43-SG,767WB43,,-1.000000,100,,NSE,1.000000
22533,DHTL-SM,DHTL,,-1.000000,800,,NSE,5.000000
22558,CIF29-NO,CIF29,,-1.000000,1,,NSE,1.000000
22613,748MH35-SG,748MH35,,-1.000000,100,,NSE,1.000000
2265,705WB31-SG,705WB31,,-1.000000,100,,NSE,1.000000
2266,707AS31-SG,707AS31,,-1.000000,100,,NSE,1.000000
22654,AAFS27A-N0,AAFS27A,,-1.000000,1,,NSE,1.000000
22692,744CG30-SG,744CG30,,-1.000000,100,,NSE,1.000000
22696,746CG31-SG,746CG31,,-1.000000,100,,NSE,1.000000
22699,747HR36-SG,747HR36,,-1.000000,100,,NSE,1.000000
22707,746JK49-SG,746JK49,,-1.000000,100,,NSE,1.000000
22741,735PY27-SG,735PY27,,-1.000000,100,,NSE,1.000000
22745,748CG32-SG,748CG32,,-1.000000,100,,NSE,1.000000
2283,MRPL-EQ,MRPL,,-1.000000,1,,NSE,1.000000
22749,748UP34-SG,748UP34,,-1.000000,100,,NSE,1.000000
22768,810TCHFL27-ND,810TCHFL27,,-1.000000,1,,NSE,1.000000
22785,ATMASTCO-SM,ATMASTCO,,-1.000000,400,,NSE,5.000000
22841,105UCL2026-NB,105UCL2026,,-1.000000,1,,NSE,1.000000
22843,11UCL26-NC,11UCL26,,-1.000000,1,,NSE,1.000000
22856,ALPHA27-N1,ALPHA27,,-1.000000,1,,NSE,1.000000
22891,832TPL27-N5,832TPL27,,-1.000000,1,,NSE,1.000000
22921,797SFL30-N0,797SFL30,,-1.000000,1,,NSE,1.000000
22923,1048IIFL27-N6,1048IIFL27,,-1.000000,1,,NSE,1.000000
22985,74MZ39-SG,74MZ39,,-1.000000,100,,NSE,1.000000
22996,741KA36-SG,741KA36,,-1.000000,100,,NSE,1.000000
2303,HAL-EQ,HAL,,-1.000000,1,,NSE,10.000000
22999,738TS49-SG,738TS49,,-1.000000,100,,NSE,1.000000
23000,738TN54-SG,738TN54,,-1.000000,100,,NSE,1.000000
23052,SONAMAC-SM,SONAMAC,,-1.000000,1000,,NSE,5.000000
23074,SHREEKARNI-SM,SHREEKARNI,,-1.000000,150,,NSE,5.000000
23096,737TS41-SG,737TS41,,-1.000000,100,,NSE,1.000000
23181,MOSMALL250-EQ,MOSMALL250,,-1.000000,1,,NSE,1.000000
23217,74TN54-SG,74TN54,,-1.000000,100,,NSE,1.000000
23222,765HDFC34-N1,765HDFC34,,-1.000000,1,,NSE,1.000000
23230,ENSER-SM,ENSER,,-1.000000,5000,,NSE,5.000000
23248,773LIC34-N2,773LIC34,,-1.000000,1,,NSE,1.000000
23299,0SCL27-YW,0SCL27,,-1.000000,1,,NSE,1.000000
23307,971SCL29-Z0,971SCL29,,-1.000000,1,,NSE,1.000000
23327,749RJ40-SG,749RJ40,,-1.000000,100,,NSE,1.000000
23329,751UP40-SG,751UP40,,-1.000000,100,,NSE,1.000000
23334,753WB44-SG,753WB44,,-1.000000,100,,NSE,1.000000
23339,754KL55-SG,754KL55,,-1.000000,100,,NSE,1.000000
23351,749KL36-SG,749KL36,,-1.000000,100,,NSE,1.000000
23390,1035CCSP26-N2,1035CCSP26,,-1.000000,1,,NSE,1.000000
23402,SRM-EQ,SRM,,-1.000000,1,,NSE,5.000000
23433,746AP42-SG,746AP42,,-1.000000,100,,NSE,1.000000
23447,181NSETEST-EQ,181NSETEST,,-1.000000,1,,NSE,5.000000
23449,818CANF29-N1,818CANF29,,-1.000000,1,,NSE,1.000000
23494,75AS34-SG,75AS34,,-1.000000,100,,NSE,1.000000
23536,745MH38A-SG,745MH38A,,-1.000000,100,,NSE,1.000000
23551,885NOM28-N2,885NOM28,,-1.000000,1,,NSE,1.000000
23585,751PN37-SG,751PN37,,-1.000000,100,,NSE,1.000000
23637,752RJ37-SG,752RJ37,,-1.000000,100,,NSE,1.000000
23641,749AP44-SG,749AP44,,-1.000000,100,,NSE,1.000000
23643,747KL50-SG,747KL50,,-1.000000,100,,NSE,1.000000
23671,AAFS34A-N5,AAFS34A,,-1.000000,1,,NSE,1.000000
23682,746AP38A-SG,746AP38A,,-1.000000,100,,NSE,1.000000
23751,787LIC29-N3,787LIC29,,-1.000000,1,,NSE,1.000000
23758,742AP46-SG,742AP46,,-1.000000,100,,NSE,1.000000
23760,741JK49-SG,741JK49,,-1.000000,100,,NSE,1.000000
23764,PRLIND-SM,PRLIND,,-1.000000,1000,,NSE,5.000000
23775,VERITAAS-SM,VERITAAS,,-1.000000,1200,,NSE,5.000000
2385,NAVNETEDUL-EQ,NAVNETEDUL,,-1.000000,1,,NSE,1.000000
23813,742RJ32-SG,742RJ32,,-1.000000,100,,NSE,1.000000
23854,702GS2027-GS,702GS2027,,-1.000000,1,,NSE,1.000000
23909,VILAS-SM,VILAS,,-1.000000,250,,NSE,5.000000
2397,SANDHAR-EQ,SANDHAR,,-1.000000,1,,NSE,5.000000
23967,1003SCL31-ZQ,1003SCL31,,-1.000000,1,,NSE,1.000000
23974,1025SCL34A-ZT,1025SCL34A,,-1.000000,1,,NSE,1.000000
24006,745ML34-SG,745ML34,,-1.000000,100,,NSE,1.000000
2404,735KA40-SG,735KA40,,-1.000000,100,,NSE,1.000000
24019,TBI-SM,TBI,,-1.000000,600,,NSE,5.000000
24035,825TPL27-N6,825TPL27,,-1.000000,1,,NSE,1.000000
24075,735RECL34-NS,735RECL34,,-1.000000,1,,NSE,1.000000
24182,734AP35-SG,734AP35,,-1.000000,100,,NSE,1.000000
24186,736MZ39-SG,736MZ39,,-1.000000,100,,NSE,1.000000
24257,793TPRE29-N0,793TPRE29,,-1.000000,1,,NSE,1.000000
24307,AKIKO-ST,AKIKO,,-1.000000,800,,NSE,5.000000
24317,AAFS28-N0,AAFS28,,-1.000000,1,,NSE,1.000000
24328,753ICICI34-N0,753ICICI34,,-1.000000,1,,NSE,1.000000
24343,736AP48-SG,736AP48,,-1.000000,100,,NSE,1.000000
24347,864CIFL29A-N0,864CIFL29A,,-1.000000,1,,NSE,1.000000
24421,738JK49-SG,738JK49,,-1.000000,100,,NSE,1.000000
24439,GGBL-SM,GGBL,,-1.000000,300,,NSE,5.000000
24443,820ABSLI34-N0,820ABSLI34,,-1.000000,1,,NSE,1.000000
24476,862HHFL29-N0,862HHFL29,,-1.000000,1,,NSE,1.000000
24486,735HP34-SG,735HP34,,-1.000000,100,,NSE,1.000000
24508,PRIZOR-SM,PRIZOR,,-1.000000,400,,NSE,5.000000
24524,SBINEQWETF-EQ,SBINEQWETF,,-1.000000,1,,NSE,1.000000
24558,801TCL34-N0,801TCL34,,-1.000000,1,,NSE,1.000000
24595,RUSHIL-EQ,RUSHIL,,-1.000000,1,,NSE,1.000000
24647,727MH34-SG,727MH34,,-1.000000,100,,NSE,1.000000
24658,734RJ45A-SG,734RJ45A,,-1.000000,100,,NSE,1.000000
24659,735JK46-SG,735JK46,,-1.000000,100,,NSE,1.000000
24664,729TN54-SG,729TN54,,-1.000000,100,,NSE,1.000000
24672,737IRFC29-N0,737IRFC29,,-1.000000,1,,NSE,1.000000
24693,1650RARL27-N0,1650RARL27,,-1.000000,1,,NSE,1.000000
24707,RAJINDLTD-SM,RAJINDLTD,,-1.000000,1500,,NSE,5.000000
24754,726MP35-SG,726MP35,,-1.000000,100,,NSE,1.000000
24798,GROWWEV-EQ,GROWWEV,,-1.000000,1,,NSE,1.000000
24805,755RECL26-N0,755RECL26,,-1.000000,1,,NSE,1.000000
24819,849ABSLI34-N0,849ABSLI34,,-1.000000,1,,NSE,1.000000
24838,705GJ28-SG,705GJ28,,-1.000000,100,,NSE,1.000000
24847,GSEC10ABSL-EQ,GSEC10ABSL,,-1.000000,1,,NSE,1.000000
24851,SUYOG-EQ,SUYOG,,-1.000000,1,,NSE,5.000000
24893,72MZ31-SG,72MZ31,,-1.000000,100,,NSE,1.000000
24901,845NOM27-N0,845NOM27,,-1.000000,1,,NSE,1.000000
24905,BRACEPORT-SM,BRACEPORT,,-1.000000,1600,,NSE,5.000000
24944,MODEFENCE-EQ,MODEFENCE,,-1.000000,1,,NSE,1.000000
24995,723AP46-SG,723AP46,,-1.000000,100,,NSE,1.000000
25000,723JK54-SG,723JK54,,-1.000000,100,,NSE,1.000000
25005,722KL59-SG,722KL59,,-1.000000,100,,NSE,1.000000
25007,725BR33-SG,725BR33,,-1.000000,100,,NSE,1.000000
25014,722HPCL29-N0,722HPCL29,,-1.000000,1,,NSE,1.000000
